	EVENT_ID	PUBLISH_DATE	ActionGeo_CountryCode	ActionGeo_Lat	ActionGeo_Long	SOURCEURL	title	text
389	1116075389	20230720	USCA	34.0522	-118.244	https://www.film-news.co.uk/news/UK/102774/Danny-Elfman-accused-of-sexual-harassment-by-female-composer	Danny Elfman accused of sexual harassment by female composer  Film News  FilmNewscouk  Movie News  Reviews	Danny Elfman accused of sexual harassment by female composer  Film News  FilmNewscouk  Movie News  Reviews Danny Elfman accused of sexual harassment by female composer  The Number One magazine feat news reviews movie trailers cinema DVDs interviews  film  movie gossip UK  worldwide
391	1116075391	20230720	KE03	-1.4	38.05	https://www.the-star.co.ke/news/realtime/2023-07-20-governor-kilonzo-condemns-police-killings-urges-ipoa-to-take-action/	Governor Kilonzo condemns police killings urges IPOA to take action	Governor Kilonzo condemns police killings urges IPOA to take action These unlawful actions by the Kenya police wont cow Kenyans from exercising their rights
393	1116075393	20230720	GM11	52.3833	13.2167	https://www.marketscreener.com/quote/stock/KEEP-INC-156623642/news/Police-hunt-for-escaped-lion-outside-of-Berlin-44377690/	Police hunt for escaped lion outside of Berlin	Police hunt for escaped lion outside of Berlin STORY A police operation began overnight with two helicopters deployed and was expanded in the early hours as a hundred officers hunted for the animal said a police spokesperson in Brandenburg the
400	1116075400	20230720	UGA2	3.0	32.4	https://www.standardmedia.co.ke/nyanza/article/2001477644/kagan-mca-among-those-arrested-during-maandamano-in-homa-bay	Kagan MCA among those arrested during maandamano in Homa Bay  The Standard	Kagan MCA among those arrested during maandamano in Homa Bay  The Standard Hamilton Odhiambo was arrested in Homa Bay town during the demonstrations and detained at the Homa Bay police station where he spent the night
405	1116075405	20230720	EG01	31.0364	31.3807	https://www.france24.com/en/live-news/20230720-egyptian-researcher-leaves-prison-after-pardon-family	Egyptian researcher leaves prison after pardon family	Egyptian researcher leaves prison after pardon family Egyptian researcher Patrick Zaki on Thursday walked out of prison his family said a day after President Abdel Fattah alSisi granted him a pardon in the wake of an international outcry
420	1116075420	20230720	KN	40.0	127.0	http://www.cnnphilippines.com/world/2023/7/20/north-korea-us-soldier-travis-king.html	US soldier who crossed into North Korea has history of assault and detention	US soldier who crossed into North Korea has history of assault and detention New details have emerged about a US soldier who crossed into North Korea on Tuesday  but his exact whereabouts remain a mystery since the secretive country hasnt said a word about the incident
431	1116075431	20230720	USFL	25.7743	-80.1937	https://www.palmbeachpost.com/story/news/crime/2023/07/20/florida-city-walmart-shooting-leaves-1-dead-several-injured-police-said/70436332007/	Florida City Walmart shooting leaves 1 dead several injured police said	Florida City Walmart shooting leaves 1 dead several injured police said An argument that erupted into chaos in a Florida Walmart Supercenter Wednesday left one man dead and several people injured
434	1116075434	20230720	MX30	18.7333	-97.0667	https://laist.com/news/arts-and-entertainment/best-things-to-do-this-week-weekend-los-angeles-southern-california-july-21-23	Best Things To Do This Weekend In Los Angeles And Southern California July 21  23  LAist	Best Things To Do This Weekend In Los Angeles And Southern California July 21  23  LAist Catch Caf Tacvba with the LA Phil Check out FoLARs 2nd Annual River Fest Play in Cardboard City Celebrate house music in Grand Park
439	1116075439	20230720	EI07	53.3331	-6.24889	https://www.sundayworld.com/crime/irish-crime/us-tourist-50s-fights-for-life-in-hospital-after-gang-attack-in-dublin-city-centre/a1556668544.html	Man 50s left fighting for life after gang attack on Talbot Street Dublin  SundayWorldcom	Man 50s left fighting for life after gang attack on Talbot Street Dublin  SundayWorldcom A US tourist is fighting for his life in hospital after he was attacked by a gang on Talbot Street in Dublin 1 on Wednesday night
442	1116075442	20230720	IZ07	33.3386	44.3939	https://www.express.co.uk/news/world/1793143/british-man-jail-baghdad-debt-al-qaeda-terrorists	British man locked up with AlQaeda terrorists in Iraq for two months over 4000 debt  World  News  Expresscouk	British man locked up with AlQaeda terrorists in Iraq for two months over 4000 debt  World  News  Expresscouk Brians situation took a grim turn as he was transferred from Basra to a prison in Baghdad
443	1116075443	20230720	GH04	5.5	-1.0	https://peacefmonline.com/pages/politics/politics/202307/490646.php	What At All Has Bawumia Done To You  Kwamena Duncan Jabs Boakye Agyarko  Politics  Peacefmonlinecom	What At All Has Bawumia Done To You  Kwamena Duncan Jabs Boakye Agyarko  Politics  Peacefmonlinecom What At All Has Bawumia Done To You  Kwamena Duncan Jabs Boakye Agyarko
444	1116075444	20230720	USGA	32.9866	-83.6487	https://www.breitbart.com:443/entertainment/2023/07/20/trump-backs-jason-aldean-amid-cancel-campaign-fantastic-guy/	Trump Backs Jason Aldean Amid Try That in a Small Town Cancel Campaign A Fantastic Guy	Trump Backs Jason Aldean Amid Try That in a Small Town Cancel Campaign A Fantastic Guy Former President Donald Trump came to the defense of country star Jason Aldean after he fell subject to a cancel campaign over his recent song Try That in a Small Town
445	1116075445	20230720	USNY	40.6184	-73.3976	https://www.live5news.com/2023/07/20/investigators-search-sc-truck-trophies-suspected-long-island-serial-killer/	Investigators search for Long Island serial killing trophies in SC	Investigators search for Long Island serial killing trophies in SC Two years before he was charged in the murders of three women whose bodies were dumped in Long Island suspected serial killer Rex Heuermann bought land in South Carolina
446	1116075446	20230720	USCO	39.0646	-105.327	https://ctnewsjunkie.com/2023/07/20/qpoll-hints-at-voter-dissatisfaction-support-for-unnamed-third-party-candidate/	QPoll Hints At Voter Dissatisfaction Support For Unnamed Thirdparty Candidate  CT News Junkie	QPoll Hints At Voter Dissatisfaction Support For Unnamed Thirdparty Candidate  CT News Junkie Two familiar faces are dominating the early runup to the 2024 presidential election but those faces arent exactly energizing the voters A new Quinnipiac University poll found that 47 of voters said as of right now theyd consider a thirdparty candidate for president
448	1116075448	20230720	KV18	42.66	20.2922	https://www.sot.com.al/aktualitet/fondacioni-mane-mbeshtet-familjet-e-prekura-nga-permbytjet-ne-peje-i601610	Fondacioni Mane mbshtet familjet e prekura nga prmbytjet n Pej  Aktualitet	Fondacioni Mane mbshtet familjet e prekura nga prmbytjet n Pej  Aktualitet Ndrsa Peja vazhdon rimkmbjen e saj nga prmbytjet shkatrruese t shkaktuara nga reshjet e dendura dhe kushtet e pafavorshme t motit Jumbo Kosova dhe Fondacioni Mane kan ndihmuar familjet e prekura
462	1116075462	20230720	IN	20.0	77.0	https://www.moneylife.in/article/fairwealth-commodity-brokings-registration-cancelled-by-sebi/71431.html	Fairwealth Commodity Brokings Registration Cancelled by SEBI	Fairwealth Commodity Brokings Registration Cancelled by SEBI Market regulator Securities and Exchange Board of India SEBI has cancelled the registration of Fairwealth Commodity Broking Pvt Ltd FCBPL in the commodity derivative segment for flagrant violation of the provisions governing the functioning of a stockbroker and deep apathy towards the interests of the clients FCBPL is a member of the MultiCommodity Exchange of India Ltd MCX and the National Commodity and Derivatives Exchange Ltd NCDEX
463	1116075463	20230720	USOK	35.5376	-96.9247	https://www.dailystar.co.uk/news/world-news/freakshow-fish-perfect-human-teeth-30511577	Freakshow fish with perfect human teeth pulled out of neighbourhood pond by kid  Daily Star	Freakshow fish with perfect human teeth pulled out of neighbourhood pond by kid  Daily Star When you look at a fish its hard to see resemblances between it and yourself unless you have gills that is  which is why a fish with perfect human teeth caused quite the shock when it was pulled from a pond
470	1116075470	20230720	HK	22.25	114.166667	https://www.hospitalitynet.org/news/4117390.html	Untapped Potential The Impact of Local Community Engagement on Hotel Food  Beverage Revenue and Diversification Strategy	Untapped Potential The Impact of Local Community Engagement on Hotel Food  Beverage Revenue and Diversification Strategy A priority of hotels worldwide is quite naturally attracting and catering to the needs of guests Seldom do hotels invest heavily in strategies to cater to nonguests However according to Dr Sung Gyun Mun Dr Linda Woo of the School of Hotel and Tourism Management SHTM at The Hong Kong Polytechnic University and a coauthor hotels food and beverage FB departments can bring in big money by attracting customers from local communities  not just tourists With important implications for businesses in the postCOVID19 era of tourism recovery the authors suggest that hotels may be able to use their FB offerings to reach new customers and create competitive advantages
473	1116075473	20230720	UP12	50.4333	30.5167	https://www.sundayworld.com/news/irish-news/taoiseach-came-face-to-face-with-horror-inflicted-by-russians-on-kyiv-visit/a508363595.html	Taoiseach in Ukraine Leo Varadkar came face to face with horror inflicted by Russians on Kyiv visit  SundayWorldcom	Taoiseach in Ukraine Leo Varadkar came face to face with horror inflicted by Russians on Kyiv visit  SundayWorldcom Taoiseach Leo Varadkar has met Ukrainian President Zelenksyy during his visit to pledge solidarity with the people of Ukraine and to see the impacts of the war as he announced 5m in humanitarian funding
476	1116075476	20230720	MX27	17.6708	-93.7292	https://www.theguardian.com/world/2023/jul/20/mexican-senator-xochitl-galvez-presidential-bid	Xchitl Glvezs prickly presidential bid a thorn in side of Mexican leader  Mexico  The Guardian	Xchitl Glvezs prickly presidential bid a thorn in side of Mexican leader  Mexico  The Guardian But the buoyant politician with some decidedly progressive views has to win over voters from the conservative Pan party
480	1116075480	20230720	NI05	6.45306	3.39583	https://www.informationng.com/2023/07/heda-to-protest-at-efcc-icpc-offices-over-abandoned-high-profile-corruption-cases.html	HEDA To Protest At EFCC ICPC Offices Over Abandoned High Profile Corruption Cases	HEDA To Protest At EFCC ICPC Offices Over Abandoned High Profile Corruption Cases Anticorruption civil society organisation Human and Environmental Development Agenda HEDA has announced plans to organise a protest at the Lagos offices of the Economic and Financial Crimes Commission EFCC and the Independent Corrupt Practices and Other Related Offences Commission ICPC
485	1116075485	20230720	TU34	41.0186	28.9647	https://www.express.co.uk/news/uk/1793231/couple-flew-turkey-plastic-surgery-bonding-experience	Couple who flew to Turkey to get plastic surgery said it was a bonding experience  UK  News  Expresscouk	Couple who flew to Turkey to get plastic surgery said it was a bonding experience  UK  News  Expresscouk Jack Morris and his girlfriend Assia Riad flew to Istanbul on July 9 for a nine day trip where the pair were booked in for a hair transplant and rhinoplasty
486	1116075486	20230720	RS48	55.7522	37.6156	https://www.columbusjewishnews.com/jns/renewing-nato/article_4b6d83fa-eded-5ea5-a053-8598593eede2.html	Renewing NATO  JNS  columbusjewishnewscom	Renewing NATO  JNS  columbusjewishnewscom Peace requires deterrence which requires military mightThe post Renewing NATO appeared first on JNSorg
505	1116075505	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/campus-press/msc-dean-presents-paper-at-indigenous-knowledge-conference-in-indonesia/1901473	MSC dean presents paper at indigenous knowledge conference in Indonesia  The Manila Times	MSC dean presents paper at indigenous knowledge conference in Indonesia  The Manila Times MARINDUQUE State College MSC College of Environmental Studies Dean Dr Evangeline Mandia presented recently a paper titled Revisiting the Impacts to Livelihood and Human Health of the Marcopper Mine Disaster in Marinduque The Philippines  20 Years After during the 3rd International Conference on Indigenous Knowledge Systems and Practices held at the Universitas Ahmad Dahlan UAD in Yogyakarta Indonesia on July 5 to 7 2023
509	1116075509	20230720	USPA	40.5773	-77.264	https://www.vizaca.com/chloe-stein-family/	Chloe Stein Family The Disappearance And Its Aftermath	Chloe Stein Family The Disappearance And Its Aftermath The Chloe Stein family was at the centre of a perplexing and dramatic incident when Chloe a 23yearold woman from Pennsylvania seemingly disappeared
515	1116075515	20230720	IN	20.0	77.0	https://indianexpress.com/article/education/sponsored-education/parul-university-and-dr-sarvepalli-radhakrishnan-rajasthan-ayurved-university-sign-mou-for-driving-collaborative-research-in-ayurved-8850733/	Parul University and Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University sign MoU for Driving Collaborative Research in Ayurved  The Indian Express	Parul University and Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University sign MoU for Driving Collaborative Research in Ayurved  The Indian Express The MoU was signed by Dr Amit Ganatra Provost Parul University Dr Hemant Toshikhane Dean Faculty of Ayurveda and representatives from Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University including Dr Abhimanyu Kumar ViceChancellor and Dr Prem Kumar Vyas Dean Research
528	1116075528	20230720	EG	27.0	30.0	https://news.crossmap.com/2023/07/20/egypt-president-pardons-christian-human-rights-activist/		 
529	1116075529	20230720	IT	42.833333	12.833333	https://www.mymotherlode.com/news/middle-east/3179635/prominent-egyptian-rights-activist-with-ties-to-italy-walks-free-from-jail-rights-defender-says.html	Prominent Egyptian rights activist with ties to Italy is pardoned and released from jail  myMotherLodecom	Prominent Egyptian rights activist with ties to Italy is pardoned and released from jail  myMotherLodecom A rights defender says a prominent Egyptian rights activist with ties to Italy has been released from jail
534	1116075534	20230720	USCA	35.2122	-120.857	https://www.newtimesslo.com/opinion/pgande-should-be-allowed-to-keep-diablo-canyon-open-build-more-nuclear-plants-14118328	PGE should be allowed to keep Diablo Canyon open build more nuclear plants  Commentaries  San Luis Obispo  New Times San Luis Obispo	PGE should be allowed to keep Diablo Canyon open build more nuclear plants  Commentaries  San Luis Obispo  New Times San Luis Obispo Pacific Gas and Electric Company has produced affordable electric power for our state for decades The Diablo Canyon Power Plant produced 10 percent of all
536	1116075536	20230720	UKE4	51.7333	0.483333	https://www.arsenal.com/billy-vigar-loan-eastbourne-borough-national-league-south-academy	Billy Vigar joins Eastbourne Borough on loan  Academy  News  Arsenalcom	Billy Vigar joins Eastbourne Borough on loan  Academy  News  Arsenalcom Young forward to spend season with National League South side
547	1116075547	20230720	GR64	39.6372	22.4203	https://www.politico.eu/article/bike-couriers-face-sweltering-heat-tough-choice-climate/	Bike couriers face the heat  or risk losing income  POLITICO	Bike couriers face the heat  or risk losing income  POLITICO Workers making deliveries for platforms in sweltering conditions face health hazards while trying to make ends meet
560	1116075560	20230720	IZ07	33.3386	44.3939	https://www.startribune.com/iraq-expels-swedish-ambassador-as-man-desecrates-quran-in-sweden-swedish-embassy-earlier-attacked/600290951/	Iraq expels Swedish ambassador as man desecrates Quran in Sweden Swedish embassy earlier attacked	Iraq expels Swedish ambassador as man desecrates Quran in Sweden Swedish embassy earlier attacked It wasnt clear if there were any staff inside the complex at the time Iraqi police and state media did not immediately acknowledge the incident
562	1116075562	20230720	FR00	48.8667	2.33333	https://www.manilatimes.net/2023/07/20/business/foreign-business/kering-shakes-up-underperforming-gucci/1901394	Kering shakes up underperforming Gucci  The Manila Times	Kering shakes up underperforming Gucci  The Manila Times PARIS Kering announced on Tuesday the departure of the longtime chief executive of Gucci the luxury groups main brand which has struggled as the industry has flourished
563	1116075563	20230720	FR	46.0	2.0	https://www.washingtonexaminer.com/opinion/drink-like-a-preppy-in-summer-with-this-historical-cocktail-recipe-for-the-pink-and-green	Drink like a preppy in summer with this historical cocktail recipe for the pink and green  Washington Examiner	Drink like a preppy in summer with this historical cocktail recipe for the pink and green  Washington Examiner Try this the gin and tonic recipe with a twist of rose liqueur
565	1116075565	20230720	UKJ4	51.4303	-2.7625	https://www.northsomersettimes.co.uk/news/23668338.watkins-tasker-vets-portishead-wins-bestukvets-award/	Watkins and Tasker Vets Portishead wins BestUKVets Award  North Somerset Times	Watkins and Tasker Vets Portishead wins BestUKVets Award  North Somerset Times WATKINS and Tasker Vets Portishead Practice has won the BestUKVets Award for Somerset for the third year in a row writes Esther Davies
569	1116075569	20230720	UKH7	53.0167	-0.6	https://www.newarkadvertiser.co.uk/news/man-aims-to-walk-one-million-steps-to-raise-money-for-charit-9322241/	Caythorpe man aims to walk one million steps to raise money for Rett UK	Caythorpe man aims to walk one million steps to raise money for Rett UK A Caythorpe man is aiming to walk one million steps to raise money for a charity close to his family
571	1116075571	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/business/foreign-business/indias-tata-will-build-a-5-billion-new-electric-car-battery-factory-in-the-uk/1901500	Indias Tata will build a 5billion new electric car battery factory in the UK  The Manila Times	Indias Tata will build a 5billion new electric car battery factory in the UK  The Manila Times LONDON Indias Tata Sons plans to build a 4billionpound 52billion electric car battery factory in the United Kingdom the conglomerate said Wednesday The plant is expected to become one of Europes largest battery cell manufacturing sites when it begins production in 2026
572	1116075572	20230720	US	39.828175	-98.5795	https://www.finanznachrichten.de/nachrichten-2023-07/59623701-productlife-group-acquires-rni-expanding-its-scientific-and-regulatory-offering-to-selfcare-products-008.htm	PRODUCTLIFE GROUP ACQUIRES RNI EXPANDING ITS SCIENTIFIC AND REGULATORY OFFERING TO SELFCARE PRODUCTS	PRODUCTLIFE GROUP ACQUIRES RNI EXPANDING ITS SCIENTIFIC AND REGULATORY OFFERING TO SELFCARE PRODUCTS ProductLife Group a global provider of regulatory and compliance services for the life sciences industry strengthens its regulatory expertise in borderline products with the acquisition of
578	1116075578	20230720	UKY8	51.95	-3.38333	https://www.express.co.uk/life-style/style/1793228/Queen-Camilla-green-dress-Wales	Queen Camilla wows in silk dress on visit to Brecon Cathedral in Wales  Expresscouk	Queen Camilla wows in silk dress on visit to Brecon Cathedral in Wales  Expresscouk Queen Camilla greeted crowds in the market town of Brecon Wales today alongside King Charles The 76yearold was a vision in green wearing an elaborate patterned dress for the special occasion
582	1116075582	20230720	UKF9	51.4667	-0.45	https://www.airport-technology.com/news/new-back-up-air-traffic-control-heathrow/	New backup air traffic control centre for Heathrow	New backup air traffic control centre for Heathrow Air traffic control provider NATS is building a new virtual contingency facility at Heathrow to serve as a backup to the control tower
584	1116075584	20230720	USAK	61.385	-152.268	https://www.walesonline.co.uk/news/uk-news/northern-lights-visible-parts-uk-27360903	Northern Lights may be visible in parts of UK tonight  Wales Online	Northern Lights may be visible in parts of UK tonight  Wales Online The lights may be visible much further south than usual
585	1116075585	20230720	UKR8	54.5	-6.5	https://www.ofcom.org.uk/news-centre/2023/new-mobile-roaming-alert-protections	New mobile roaming alert protections for UK holidaymakers  Ofcom	New mobile roaming alert protections for UK holidaymakers  Ofcom UK mobile customers will have to be told about any roaming charges that apply when travelling abroad under new rules proposed today by Ofcom
605	1116075605	20230720	UK	54.0	-4.0	https://www.freshbusinessthinking.com/news-and-content/the-branding-innovator-how-davuud-ghani-is-transforming-the-industry/53926.article	The Branding Innovator How Davuud Ghani is Transforming the Industry  Community News  Fresh Business Thinking	The Branding Innovator How Davuud Ghani is Transforming the Industry  Community News  Fresh Business Thinking Davuud Ghani launched Pivitt an awardwinning creative studio in 2022 with a mission to elevate businesses through strategic design Ghani was inspired to start Pivitt after recognizing an opportunity to fuse exceptional design with datadriven insights In just its first year Pivitt has already partnered with four Fortune 500 companies 
607	1116075607	20230720	UK	54.0	-4.0	https://www.finanznachrichten.de/nachrichten-2023-07/59623765-tenneco-ferodo-expands-its-zero-copper-brake-materials-portfolio-to-the-oe-commercial-vehicle-segment-399.htm	Tenneco FERODO Expands Its ZeroCopper Brake Materials Portfolio to the OE Commercial Vehicle Segment	Tenneco FERODO Expands Its ZeroCopper Brake Materials Portfolio to the OE Commercial Vehicle Segment Ferodo was the first brand to offer zerocopper friction materials for light vehicles LVs  well ahead of industry legislationFurther developed to match the specific demands of commercial vehicles CVs
608	1116075608	20230720	UK	54.0	-4.0	https://www.freshbusinessthinking.com/news-and-content/harvey-morton-the-entrepreneur-defying-all-odds/53930.article	Harvey Morton The Entrepreneur Defying All Odds  Community News  Fresh Business Thinking	Harvey Morton The Entrepreneur Defying All Odds  Community News  Fresh Business Thinking Harvey Morton is an inspiration Despite facing immense challenges from a young age including bullying health issues and a lack of support Harvey was determined to reach his full potential His perseverance and passion for entrepreneurship led him to start his own business at just 13 years old
627	1116075627	20230720	UKB7	51.45	-2.58333	https://www.leicestermercury.co.uk/news/leicester-news/high-street-retailer-new-look-8615027	High street retailer New Look announces shock Fosse Park closure  Leicestershire Live	High street retailer New Look announces shock Fosse Park closure  Leicestershire Live It follows a string of branch closures earlier this year
629	1116075629	20230720	UKH9	51.5	-0.116667	https://www.mykxlg.com/news/world/thousands-of-uk-hospital-doctors-walk-out-in-latest-pay-dispute-crippling-health-services/article_18920674-123c-5ac2-b7c3-2e46bf855ac6.html	Thousands of UK hospital doctors walk out in latest pay dispute crippling health services  World News  mykxlgcom	Thousands of UK hospital doctors walk out in latest pay dispute crippling health services  World News  mykxlgcom Thousands of senior doctors in England are staging a 48hour walkout to demand better pay and conditions The strike that began on Thursday is paralyzing hospitals and leaving only emergency
648	1116075648	20230720	UK	54.0	-4.0	https://www.freshbusinessthinking.com/news-and-content/the-visionary-building-a-sustainable-future-for-aquaculture/53925.article	The Visionary Building a Sustainable Future for Aquaculture  Community News  Fresh Business Thinking	The Visionary Building a Sustainable Future for Aquaculture  Community News  Fresh Business Thinking Dr Jack James is a pioneer in aquaculture research In 2014 he founded Pontus Research Ltd to provide highquality sustainability focussed research to the aquaculture industry Under James leadership Pontus Research has become a world leader in aquaculture research and consultancy working with a wide range of species in both 
653	1116075653	20230720	UKH9	51.5	-0.116667	https://grmdaily.com/stormzy-raye-weekend/	Stormzy  RAYE link up for The Weekend video  GRM Daily	Stormzy  RAYE link up for The Weekend video  GRM Daily Today Stormzy returns with a new offering teaming up with UK charttopper RAYE for their collaborative track The Weekend
660	1116075660	20230720	IT	42.833333	12.833333	https://pressgazette.co.uk/news-leaders/peter-hitchens-interview/	Peter Hitchens doesnt think hes achieved anything at all  Press Gazette	Peter Hitchens doesnt think hes achieved anything at all  Press Gazette Press Gazette sat down with the longtime Mail on Sunday columnist Peter Hitchens to hear about life journalism and unpopular confectionary
675	1116075675	20230720	GA07	13.4894	-16.0911	https://allafrica.com/stories/202307200308.html	Gambia NCCE Orientates Political Parties On Electoral Laws Processes  allAfricacom	Gambia NCCE Orientates Political Parties On Electoral Laws Processes  allAfricacom The National Council for Civic Education NCCE with funding from UNDP last Saturday began a weeklong nationwide postLocal Government Elections orientation of political parties on electoral laws processes and maintenance of peace
676	1116075676	20230720	GA05	13.2675	-16.6461	https://allafrica.com/stories/202307200293.html	Gambia BAC Did Not Have an Inspection Committee Witness Says  allAfricacom	Gambia BAC Did Not Have an Inspection Committee Witness Says  allAfricacom A top Gambia Public Procurement Authority GPPA official has informed the Inquiry Commission on Local Government matters that the Brikama Area Council has no inspection and examination committee
677	1116075677	20230720	GA01	13.4464	-16.6744	https://allafrica.com/stories/202307200291.html	Gambia 10  Member NYSs Graduate Programme Committee Inaugurated  allAfricacom	Gambia 10  Member NYSs Graduate Programme Committee Inaugurated  allAfricacom A tenmember advisory committee that will serve in providing oversight leadership and technical support for the smooth implementation of the National Youth Service Graduate Programme was inaugurated on Tuesday at the National Youth Council in Kanifing
690	1116075690	20230720	US	39.828175	-98.5795	https://www.albawaba.com/editors-choice/54th-anniversary-first-man-landing-moon-1527445	54th anniversary of first man landing on moon  Al Bawaba	54th anniversary of first man landing on moon  Al Bawaba On Jul 20 the world celebrates what is known as the National Moon which coincides with the memory of the day when man walked on the surface of the moon
691	1116075691	20230720	CB11	11.55	104.917	https://www.rainforest-rescue.org/updates/11656/cambodia-koh-kong-petition-handed-over-in-phnom-penh-and-berlin	Cambodia Koh Kong petition handed over in Phnom Penh and Berlin  Rainforest Rescue	Cambodia Koh Kong petition handed over in Phnom Penh and Berlin  Rainforest Rescue More than 133000 people in 176 countries supported our petition to save Cambodias Koh Kong island In a joint action Mother Nature Cambodia and Rainforest Rescue delivered the petition to the government in Cambodia and the Cambodian embassy in Germany
706	1116075706	20230720	USID	44.2394	-114.51	https://www.huffpost.com/entry/cortez-masto-federal-grant-abortion-funds_n_64b6dff4e4b0dcb4cab5c656	Cortez Masto Proposes Federal Aid For Overwhelmed Abortion Navigation Services  HuffPost Latest News	Cortez Masto Proposes Federal Aid For Overwhelmed Abortion Navigation Services  HuffPost Latest News There are already programs out there that the federal government funds to help women connect with essential health care Why should this be any different she said
711	1116075711	20230720	PK	30.0	70.0	https://news.webindia123.com/news/Articles/World/20230720/4100711.html	Despite IMFs bailout Pakistan still in economic crisis	Despite IMFs bailout Pakistan still in economic crisis After the International Monetary Fund IMF approved a ninemonth standbyarrangement SBA of USD 3 billion Pakistan has received sight of relief but it needs to realise that the country has to do everything to increase tax revenue so that it can come out of the economic crisis Business Recorder reported
716	1116075716	20230720	HK	22.25	114.166667	https://screenrant.com/godzilla-monsterverse-scenes-easter-eggs-toho-movies/	10 MonsterVerse Moments Copied From Tohos Godzilla Movies	10 MonsterVerse Moments Copied From Tohos Godzilla Movies The MonsterVerse has found all sorts of ways to pay homage to the originals Heres ten MonsterVerse scenes copied from Tohos Godzilla movies
717	1116075717	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/business/corporate-news/da-jollibee-to-promote-agri-fisheries/1901445	DA Jollibee to promote agrifisheries  The Manila Times	DA Jollibee to promote agrifisheries  The Manila Times THE Department of Agriculture DA and the Jollibee Group Foundation JGF on Monday signed a partnership to promote agrifisheries clustering and consolidation as well as enhance farmers and fisherfolk access to markets and enable them to increase their income
744	1116075744	20230720	UKP5	51.5	-0.133333	https://www.theguardian.com/uk-news/2023/jul/20/king-charles-to-take-smaller-cut-from-crown-estate-as-windfarm-profits-soar	King Charles to take smaller cut from crown estate as windfarm profits soar  King Charles III  The Guardian	King Charles to take smaller cut from crown estate as windfarm profits soar  King Charles III  The Guardian Sovereign grant to shrink from 25 to 12 of crown estates profits after monarch asked for money to be used for public good
761	1116075761	20230720	IT07	41.9	12.4833	https://www.manilatimes.net/2023/07/20/news/national/icc-decision-flawed-doj/1901479	ICC decision flawed  DoJ  The Manila Times	ICC decision flawed  DoJ  The Manila Times THE Department of Justice DoJ and the Office of the Solicitor General OSG maintained that the International Criminal Court ICC has no jurisdiction to investigate the past administrations bloody war on drugs saying that aside from having a functioning legal system the Philippine government has already withdrawn from the Rome Statute of the ICC
767	1116075767	20230720	PK08	33.7	73.1667	https://news.webindia123.com/news/Articles/World/20230720/4100714.html	May 9 violence caused losses worth Rs 25 billion Attorney General for Pakistan	May 9 violence caused losses worth Rs 25 billion Attorney General for Pakistan The Attorney General for Pakistan AGP Mansoor Usman Awan informed the countrys Supreme Court on Wednesday that violent incidents of May 9 this year in Pakistan caused losses to the tune of Rs 25 billion according to Daily Pakistan
769	1116075769	20230720	KE03	0.354615	37.5822	https://www.the-star.co.ke/news/realtime/2023-07-20-ruto-to-raila-contests-are-settled-at-the-ballot/	Ruto to Raila Contests are settled at the ballot	Ruto to Raila Contests are settled at the ballot The President asked Kenyans to stand firm and protect their country
780	1116075780	20230720	MY11	3.16667	113.033	https://www.malaymail.com/news/malaysia/2023/07/20/anthony-loke-negotiation-on-takeover-of-bintulu-port-between-putrajaya-sarawak-still-ongoing/80816	Anthony Loke Negotiation on takeover of Bintulu Port between Putrajaya Sarawak still ongoing  Malay Mail	Anthony Loke Negotiation on takeover of Bintulu Port between Putrajaya Sarawak still ongoing  Malay Mail KUCHING July 20  Transport Minister Anthony Loke Siew Fook today said the federal government is still negotiating with the Sarawak government on the proposed takeover of
793	1116075793	20230720	KU	29.5	47.75	https://www.cryptotimes.io/transactions-of-crypto-digital-assets-banned-in-kuwait/	Transactions of Crypto  Digital Assets Banned in Kuwait	Transactions of Crypto  Digital Assets Banned in Kuwait Kuwait takes a decisive stand against crypto and virtual assets emphasizing antimoney laundering efforts and risks associated with digital currencies
796	1116075796	20230720	USMA	42.3584	-71.0598	https://www.mykxlg.com/lifestyles/entertainment/prince-william-will-visit-new-york-this-year-as-part-of-environmental-awards/article_4cc2c25b-daf3-51e5-b841-1db75f5ff579.html	Prince William will visit New York this year as part of environmental awards  Entertainment  mykxlgcom	Prince William will visit New York this year as part of environmental awards  Entertainment  mykxlgcom The Prince of Wales will be there for the second Earthshot Prize Innovation Summit in September
797	1116075797	20230720	USVA	37.768	-78.2057	https://www.fcnp.com/2023/07/20/a-penny-for-your-thoughts-92/	A Penny for Your Thoughts  Falls Church NewsPress Online	A Penny for Your Thoughts  Falls Church NewsPress Online The Metropolitan Washington Council of Governments MWCOG was created in 1957 when a few local leaders invited officials from the District of Columbia Maryland and Virginia to a meeting where most of the attendees did not know each other An old blackandwhite photo from that meeting shows about 30 people  29 white men and
